show_id,show_type_id,title,country,date_added,release_year,rating,description,duration_minutes,duration_seasons
3506,2,Inside Bill's Brain: Decoding Bill Gates,United States,"September 20, 2019",2019,TV-14,Take a trip inside the mind of Bill Gates as the billionaire opens up about those who influenced him and the audacious goals he's still pursuing.,,
3507,2,The Hockey Girls,Spain,"September 20, 2019",2019,TV-MA,"The passionate members of a girls' roller hockey team chase down victories in the rink while striving to make time for school, family and romance.",,
3508,1,Travel Mates 2,Turkey,"September 20, 2019",2018,TV-MA,"When struggling singer Onur decides to return to his old job, incurable klutz Şeref organizes a surprise tour full of pitfalls and mishaps.",111.0,
3509,1,True: Tricky Treat Day,Canada,"September 20, 2019",2019,TV-Y,It's up to True and her friends to save the day when a hungry Yeti sneaks a forbidden treat and fills the kingdom with Howling Greenies.,24.0,
3510,1,Kabir Singh,India,"September 19, 2019",2019,TV-MA,"An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends.",171.0,
3511,2,When the Camellia Blooms,South Korea,"September 18, 2019",2019,TV-14,"Dongbaek is a single mother. When a potential new love enters her life, she finds ways to defy the social stigmas surrounding her.",,
3512,1,Avengement,United Kingdom,"September 17, 2019",2019,TV-MA,"Betrayed by his loan shark brother, a hardened convict escapes from prison while on furlough to exact revenge against the people who made him a killer.",88.0,
3513,1,Sebastian Maniscalco: What's Wrong with People?,United States,"September 17, 2019",2012,TV-MA,"With his uproarious tirade on modern behavior and decorum, the popular comic tackles the question we've all asked in this hilarious standup special.",76.0,
3514,1,Los Tigres del Norte at Folsom Prison,United States,"September 15, 2019",2019,TV-PG,The beloved norteño band Los Tigres del Norte performs for the inmates of Folsom Prison on the 50th anniversary of Johnny Cash's iconic concert.,64.0,
3515,1,Steal a Pencil for Me,United States,"September 15, 2019",2006,TV-14,This moving documentary chronicles the unshakeable romance between a couple who met and fell in love while imprisoned in a Nazi concentration camp.,94.0,
3516,2,Surviving R. Kelly,United States,"September 15, 2019",2019,TV-MA,"In this documentary series on the tangled history of allegations against musician R. Kelly, women give detailed accounts of sexual and mental abuse.",,
3517,1,Oh! Baby,India,"September 14, 2019",2019,TV-14,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.,157.0,
3518,1,The Crystal Calls Making the Dark Crystal: Age of Resistance,United States,"September 14, 2019",2019,TV-PG,"Go behind the scenes with stars, puppeteers and creators as they bring Jim Henson's magical world of Thra back to life in a sweeping fantasy series.",83.0,
3519,1,"Hello, Privilege. It's Me, Chelsea",United States,"September 13, 2019",2019,TV-MA,"In this documentary, Chelsea Handler explores how white privilege impacts American culture – and the ways it’s benefited her own life and career.",65.0,
3520,2,Kabaneri of the Iron Fortress: The Battle of Unato,Japan,"September 13, 2019",2019,TV-MA,"Ikoma and the Iron Fortress take their fight to the battlegrounds of Unato, joining the alliance to reclaim the region from the kabane horde.",,
3521,1,Locked on You,Turkey,"September 13, 2019",2018,TV-14,"When his chatty nature lands him in trouble, an unlucky meatball seller flees Istanbul and finds a new life on a beautiful island.",105.0,
3522,2,Marianne,France,"September 13, 2019",2019,TV-MA,"Lured back to her hometown, a famous horror writer discovers that the evil spirit who plagues her dreams is now wreaking havoc in the real world.",,
3523,1,Shanghai Fortress,China,"September 13, 2019",2019,TV-14,A young man falls for a heroic general and soon follows her footsteps as humans defend Earth against extraterrestrials seeking a precious energy source.,107.0,
3524,1,Tall Girl,United States,"September 13, 2019",2019,TV-PG,"After years of slouching through life, 6-foot-1 teen Jodi resolves to conquer her insecurities and gets caught up in a high school love triangle.",103.0,
3525,2,Top Boy,,"September 13, 2019",2019,TV-MA,"Two seasoned drug dealers return to the gritty streets of London, but their pursuit of money and power is threatened by a young and ruthless hustler.",,
3526,2,Unbelievable,United States,"September 13, 2019",2019,TV-MA,"After a young woman is accused of lying about a rape, two female detectives investigate a spate of eerily similar attacks. Inspired by true events.",,
3527,2,The I-Land,United States,"September 12, 2019",2019,TV-MA,"Wiped clean of memories and thrown together, a group of strangers fight to survive harsh realities – and the island that traps them.",,
3528,2,"The Mind, Explained",United States,"September 12, 2019",2019,TV-14,"Ever wonder what's happening inside your head? From dreaming to anxiety disorders, discover how your brain works with this illuminating series.",,
3529,1,Bill Burr: Paper Tiger,"United States, United Kingdom","September 10, 2019",2019,TV-MA,"Bill Burr unloads on outrage culture, male feminism, cultural appropriation, robot sex and more in a blistering stand-up special shot in London.",67.0,
3530,1,Evelyn,United Kingdom,"September 10, 2019",2019,TV-MA,"Haunted by the suicide of a brother, a director and his kin walk across the U.K. in an emotionally trying, visually sublime journey toward healing.",96.0,
3531,1,Article 15,India,"September 6, 2019",2019,TV-MA,The grim realities of caste discrimination come to light as an entitled but upright city cop ventures into India’s heartland to investigate a murder.,125.0,
3532,1,Care of Kancharapalem,India,"September 6, 2019",2018,TV-MA,"From a schoolboy’s crush to a middle-aged bachelor’s office romance, four love stories spanning age, religion and status unfold in a small Indian town.",142.0,
3533,1,Ee Nagaraniki Emaindi,India,"September 6, 2019",2018,TV-14,"In Goa and in desperate need of cash, four childhood friends get another shot at making their long-abandoned dreams of becoming filmmakers come true.",133.0,
3534,1,Kill Me If You Dare,Turkey,"September 6, 2019",2019,TV-14,"Bogged down with money problems, a couple grows cautious of each other but hit the lottery and decide to stay together – till death do they part.",100.0,
3535,2,The Spy,France,"September 6, 2019",2019,TV-MA,"In the 1960s, Israeli clerk-turned-secret agent Eli Cohen goes deep undercover inside Syria on a perilous, years-long mission to spy for Mossad.",,
3536,1,American Factory: A Conversation with the Obamas,United States,"September 5, 2019",2019,TV-G,Barack and Michelle Obama talk with directors Steven Bognar and Julia Reichert about the documentary and the importance of storytelling.,10.0,
3537,1,Saawan,Pakistan,"September 4, 2019",2016,TV-14,"Outcast from society and left to die in the wilderness, a young boy with polio embarks on a journey to connect with his mother. Based on a true story.",128.0,
3538,1,Watchman,India,"September 4, 2019",2019,TV-14,"Rushing to pay off a loan shark, a young man breaks into a bungalow to steal the cash, unprepared for the dog standing guard – or the trouble inside.",93.0,
3539,1,Elena,"Brazil, United States","September 1, 2019",2012,TV-MA,"In this documentary, the director remembers a sister who left behind her life under Brazil’s dictatorship and moved to New York with dreams of acting.",81.0,
3540,2,Loo Loo Kids: Johny & Friends Musical Adventures,,"September 1, 2019",2016,TV-Y,"Music-loving baby Johny goes on dance-filled adventures with his family, friends and adorable critters in this colorful, animated preschooler series.",,
3541,2,Moving Art,United States,"September 1, 2019",2018,TV-G,"Experience nature's art as filmmaker Louie Schwartzberg highlights the beauty that lurks in oceans, forests, deserts and flowers.",,3.0
3542,2,Naruto,Japan,"September 1, 2019",2006,TV-14,"Guided by the spirit demon within him, orphaned Naruto learns to harness his powers as a ninja in this anime adventure series.",,9.0
3543,1,Olmo & the Seagull,"Denmark, Brazil, France, Portugal, Sweden","September 1, 2019",2014,TV-MA,A pregnancy forces an actress out of her latest play and into a difficult confrontation with her own rapidly transforming reflection.,82.0,
3544,2,Serial Killer with Piers Morgan,United Kingdom,"September 1, 2019",2018,TV-14,"Through intense prison interviews, Piers Morgan revisits the crimes of three convicted serial killers and learns more about their motives.",,
3545,1,Spookley the Square Pumpkin,United States,"September 1, 2019",2004,G,"When a storm terrorizes his patch, a pumpkin cast out for his shape must step up to use his smarts to save the day – and to prove himself.",47.0,
3546,1,Uncle Naji in UAE,United Arab Emirates,"September 1, 2019",2019,TV-14,"Two young Yemeni business partners decide to go on vacation in the UAE with a few local friends, but their fun trip soon turns terrifying.",95.0,
3547,2,Luo Bao Bei,"China, United Kingdom","August 31, 2019",2018,TV-Y,"A bright and spirited seven-year-old girl uses her vivid, dreamlike imagination to navigate everyday adventures alongside her real and imaginary BFFs.",,
3548,1,Back to School,,"August 30, 2019",2019,TV-MA,"Eager to flaunt their success in front of old bullies and teenage crushes, two best friends spend a wild night at their middle school reunion.",84.0,
3549,1,Feo pero sabroso,Colombia,"August 30, 2019",2018,TV-MA,"When an unattractive man gets engaged to a beautiful woman, their families oppose the union and the priest set to perform the ceremony is kidnapped.",91.0,
3550,1,Mi amigo Alexis,Chile,"August 30, 2019",2019,TV-PG,"When a young soccer fan and his idol forge an unexpected friendship, the connection teaches them both lessons about life and their love of the game.",102.0,
3551,2,Styling Hollywood,,"August 30, 2019",2019,TV-14,"Whether styling superstars or elevating A-list homes, couple Jason Bolden and Adair Curtis of JSN Studio connect famous clientele with the chicest looks.",,
3552,2,The Dark Crystal: Age of Resistance,"United Kingdom, United States","August 30, 2019",2019,TV-PG,"As power-hungry overlords drain life from the planet Thra, a group of brave Gelfling unite on a quest to save their world and fight off the darkness.",,
3553,2,The Good Bandit,Colombia,"August 30, 2019",2018,TV-MA,"A near-death experience spurs a feared drug lord to leave behind his life of crime and infidelity, to the disbelief of everyone close to him.",,
3554,2,True and the Rainbow Kingdom,"United States, Canada","August 30, 2019",2019,TV-Y,"When something's wrong in the Rainbow Kingdom, bighearted guardian True and her best friend, Bartleby, are there to grant wishes and save the day.",,3.0
3555,1,Unbridled,Spain,"August 30, 2019",2018,TV-MA,"Desperate to keep her husband’s secret, a devoted politician’s wife struggles to stave off threats that could ruin their promising new life.",100.0,
3556,1,Falling Inn Love,United States,"August 29, 2019",2019,TV-PG,"When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor.",98.0,
3557,1,Kardec,Brazil,"August 29, 2019",2019,TV-14,"In Catholic 19th-century France, professor Léon Rivail attends a séance and is moved to found spiritism, putting him in the authorities' sights.",110.0,
3558,1,Travis Scott: Look Mom I Can Fly,United States,"August 28, 2019",2019,TV-MA,"While crafting his Grammy-nominated album ""Astroworld,"" Travis Scott juggles controversy, fatherhood and career highs in this intimate documentary.",85.0,
3559,2,Million Pound Menu,United Kingdom,"August 27, 2019",2019,TV-MA,Next-gen restaurateurs get the chance to open their own pop-up eateries to impress the paying public – and a panel of discerning U.K. investors.,,2.0
